id,country,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2
854,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
855,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
856,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,DK,NA,NA,No,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
858,Spain,Vaccines only made available by government at low or no cost,Yes,No,NA,DK,No,Yes,No,NA,No,NA,NA,NA,220,55,NA,0,DK,1,No,NA,NA,NA,0,NA,220,110,55,110,NA,NA
859,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,RS,NA,NA,DK,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA
860,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
861,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,NA,275,30,NA,NA,1,No,1,Yes,NA,0,1,NA,NA,275,550,30,60
862,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,30,2755,10,1,Yes,0,No,1,Yes,1,0,1,30,60,2755,1377.5,10,20
863,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
864,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,No,Yes,No,NA,No,NA,NA,NA,220,5,NA,1,No,1,No,NA,NA,0,0,NA,220,440,5,10,NA,NA
865,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
866,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,No,NA,No,NA,30,110,NA,NA,1,No,0,No,NA,0,0,NA,NA,30,60,110,55
867,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
868,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
869,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,DK,No,NA,No,Yes,Yes,Yes,NA,30,2755,30,1,Yes,0,No,1,Yes,1,0,1,30,60,2755,1377.5,30,60
870,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,DK,NA,NA,NA,30,110,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,110,NA
871,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
872,Spain,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
873,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
874,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,DK,NA,NA,DK,NA,NA,NA,55,550,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,55,110,550,NA,NA,NA
875,Spain,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
876,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,DK,DK,NA,NA,No,NA,NA,NA,220,5,NA,0,No,NA,NA,NA,NA,0,NA,NA,220,110,5,NA,NA,NA
877,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
878,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
879,Spain,Do not know,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,275,137.5,NA,NA
880,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,55,55,5,1,DK,1,Yes,1,Yes,NA,1,1,55,110,55,110,5,10
881,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,DK,DK,NA,NA,NA,NA,550,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,550,275,NA,NA
882,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,RS,RS,NA,NA,No,NA,NA,NA,30,5,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,30,60,5,NA,NA,NA
883,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,No,NA,DK,Yes,No,NA,No,30,2755,55,NA,NA,0,DK,0,No,NA,NA,0,30,NA,2755,1377.5,55,27.5
884,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,220,2755,10,1,DK,0,No,1,Yes,NA,0,1,220,440,2755,1377.5,10,20
885,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,NA,550,10,NA,NA,0,Yes,1,Yes,NA,1,1,NA,NA,550,275,10,20
886,Spain,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,No,NA,NA,NA,110,30,NA,0,No,0,No,NA,NA,0,0,NA,110,55,30,15,NA,NA
887,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,DK,No,NA,NA,NA,NA,55,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,55,27.5,NA,NA
888,Spain,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,Yes,Yes,No,NA,No,NA,NA,NA,550,275,NA,0,Yes,1,No,NA,NA,1,0,NA,550,275,275,550,NA,NA
889,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,Yes,Yes,NA,Yes,DK,NA,NA,550,5,55,NA,NA,1,Yes,NA,NA,NA,1,NA,550,NA,5,10,55,NA
890,Spain,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
891,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,No,NA,No,No,NA,NA,NA,55,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,55,NA,2755,1377.5,NA,NA
892,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,220,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,220,NA,30,60,NA,NA
893,Spain,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,DK,NA,NA,DK,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA
894,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,30,2755,10,1,Yes,1,No,1,Yes,1,0,1,30,60,2755,5510,10,20
896,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
897,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,Yes,Yes,NA,Yes,DK,NA,NA,NA,5,30,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,30,NA
898,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,No,NA,DK,110,55,55,1,Yes,1,No,0,DK,1,0,NA,110,220,55,110,55,27.5
899,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,DK,NA,NA,No,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
900,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,No,NA,No,No,NA,NA,NA,55,275,NA,1,Yes,0,No,NA,NA,1,0,NA,55,110,275,137.5,NA,NA
901,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,275,137.5,NA,NA
902,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,No,NA,No,No,NA,NA,NA,220,550,NA,NA,NA,0,No,NA,NA,NA,0,NA,220,NA,550,275,NA,NA
903,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,2755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755,NA,NA,NA
904,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,No,NA,Yes,No,NA,NA,NA,550,55,NA,0,No,0,Yes,NA,NA,0,1,NA,550,275,55,27.5,NA,NA
905,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,Yes,DK,NA,NA,DK,NA,NA,NA,30,55,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,30,60,55,NA,NA,NA
906,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
907,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
908,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,No,NA,DK,No,NA,NA,NA,30,55,NA,1,Yes,0,DK,NA,NA,1,NA,NA,30,60,55,27.5,NA,NA
909,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,Yes,Yes,NA,No,NA,NA,NA,550,30,NA,0,No,1,Yes,NA,NA,0,1,NA,550,275,30,60,NA,NA
910,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,No,NA,No,Yes,Yes,No,NA,110,2755,55,1,Yes,0,No,1,No,1,0,0,110,220,2755,1377.5,55,110
911,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,2755,5,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,2755,NA,5,10
912,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
913,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,Yes,Yes,NA,DK,NA,NA,NA,NA,55,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,55,110,NA,NA
914,Spain,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,No,NA,No,Yes,Yes,Yes,NA,NA,55,5,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,55,27.5,5,10
915,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA
916,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
917,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,RS,RS,NA,NA,Yes,DK,NA,NA,55,30,55,1,No,NA,NA,NA,NA,0,NA,NA,55,110,30,NA,55,NA
918,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,2755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755,NA,NA,NA
919,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA
920,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,Yes,NA,2755,55,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,2755,1377.5,55,27.5
922,Spain,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,No,No,NA,No,No,NA,NA,NA,110,550,NA,0,Yes,0,No,NA,NA,1,0,NA,110,55,550,275,NA,NA
923,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
924,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,No,NA,No,No,NA,NA,NA,220,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,220,NA,275,137.5,NA,NA
925,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,No,NA,No,No,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
926,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
927,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,No,No,NA,No,DK,NA,NA,NA,220,5,NA,0,No,0,No,NA,NA,0,0,NA,220,110,5,2.5,NA,NA
928,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,DK,DK,NA,NA,No,NA,NA,NA,55,550,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,55,110,550,NA,NA,NA
929,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
930,Spain,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA
931,Spain,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,275,137.5,NA,NA
932,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,55,275,5,1,Yes,NA,NA,1,Yes,1,NA,1,55,110,275,NA,5,10
933,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,No,NA,No,Yes,No,NA,Yes,55,275,55,1,No,0,No,0,Yes,0,0,1,55,110,275,137.5,55,27.5
934,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,No,NA,No,RS,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
935,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,DK,NA,NA,NA,NA,55,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,55,27.5,NA,NA
936,Spain,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
937,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,No,Yes,Yes,No,NA,30,550,10,1,Yes,0,No,1,No,1,0,0,30,60,550,275,10,20
938,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,55,55,NA,1,Yes,1,Yes,NA,NA,1,1,NA,55,110,55,110,NA,NA
939,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,No,NA,No,No,NA,NA,NA,55,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,55,NA,275,137.5,NA,NA
940,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,Yes,No,No,NA,No,No,NA,NA,NA,220,55,NA,0,Yes,0,No,NA,NA,1,0,NA,220,110,55,27.5,NA,NA
941,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA
942,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
943,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,Yes,Yes,NA,DK,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
944,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,Yes,No,NA,DK,NA,NA,NA,55,55,NA,NA,NA,1,No,NA,NA,NA,0,NA,55,NA,55,110,NA,NA
945,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
946,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,30,5,NA,1,Yes,1,Yes,NA,NA,1,1,NA,30,60,5,10,NA,NA
947,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,No,NA,Yes,No,NA,NA,NA,550,550,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,550,NA,550,275,NA,NA
948,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,Yes,DK,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA
949,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,RS,NA,NA,No,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA
963,Spain,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,No,NA,Yes,Yes,Yes,NA,550,275,10,0,No,1,No,1,Yes,0,0,1,550,275,275,550,10,20
964,Spain,Do not know,Yes,RS,NA,NA,RS,DK,NA,NA,No,NA,NA,NA,110,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,30,NA,NA,NA
990,Spain,Do not know,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
993,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,No,NA,No,No,NA,NA,NA,NA,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,275,137.5,NA,NA
1013,Spain,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,No,NA,NA,NA,110,275,NA,0,No,0,No,NA,NA,0,0,NA,110,55,275,137.5,NA,NA
1015,Spain,Do not know,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
1016,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
1020,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,550,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,550,275,NA,NA
1031,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA
1037,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,RS,NA,NA,Yes,No,NA,No,NA,55,110,NA,NA,NA,NA,0,No,NA,NA,0,NA,NA,55,NA,110,55
1041,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,No,NA,No,55,30,110,1,Yes,1,Yes,0,No,1,1,0,55,110,30,60,110,55
1058,Spain,Do not know,Do not know,NA,NA,NA,RS,No,NA,RS,RS,NA,NA,NA,NA,55,NA,NA,NA,0,RS,NA,NA,NA,NA,NA,NA,NA,55,27.5,NA,NA
1059,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,275,137.5,NA,NA
1062,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
1063,Spain,Do not know,Do not know,NA,NA,NA,DK,No,NA,No,DK,NA,NA,NA,NA,550,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,550,275,NA,NA
1068,Spain,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,Yes,Yes,Yes,No,NA,30,550,55,1,Yes,0,Yes,1,No,1,1,0,30,60,550,275,55,110
1072,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
1073,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,No,NA,Yes,No,NA,No,220,30,30,NA,NA,1,No,0,No,NA,0,0,220,NA,30,60,30,15
1081,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,Yes,No,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,5,10,NA,NA
1083,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
1084,Spain,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
1086,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,Yes,NA,Yes,No,NA,No,55,5,55,NA,NA,1,Yes,0,No,NA,1,0,55,NA,5,10,55,27.5
1087,Spain,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,DK,NA,NA,Yes,DK,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,NA
1108,Spain,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA
1117,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,NA,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2755,1377.5,NA,NA
1144,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
1147,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,No,NA,No,No,NA,NA,NA,55,550,NA,NA,NA,0,No,NA,NA,NA,0,NA,55,NA,550,275,NA,NA
1149,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,550,5,NA,NA,0,No,1,No,NA,0,0,NA,NA,550,275,5,10
1151,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,275,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,275,137.5,NA,NA
1154,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,No,DK,NA,NA,No,NA,NA,NA,110,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,30,NA,NA,NA
1157,Spain,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,No,NA,No,No,NA,NA,NA,550,2755,NA,NA,NA,0,No,NA,NA,NA,0,NA,550,NA,2755,1377.5,NA,NA
1158,Spain,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,DK,No,NA,DK,DK,NA,NA,NA,30,550,NA,1,Yes,0,DK,NA,NA,1,NA,NA,30,60,550,275,NA,NA
1164,Spain,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,RS,No,NA,NA,NA,NA,5,NA,NA,NA,0,RS,NA,NA,NA,NA,NA,NA,NA,5,2.5,NA,NA
1166,Spain,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,Yes,No,NA,Yes,NA,55,30,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,55,27.5,30,15
